contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
04_02_111_CHR39,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Constant,buy,0.1166
04_02_111_CHR39,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,Electric Constant,buy,0.1797
04_02_111_CHR39,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,Eco Electric,buy,0.1911
04_02_111_CHR39,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,Electric Constant,buy,0.1938
04_02_111_CHR39,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,Eco Electric,buy,0.201
04_02_111_CHR39,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,Digital Electric,buy,0.2447
04_02_111_CHR39,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.2726
04_02_111_CHR39,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,SState,sell,0.0661
04_02_111_CHR39,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,OpCom,sell,0.0846
04_02_111_CHR39,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,OpCom,sell,0.0793
04_02_111_CHR39,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,OpCom,sell,0.073
04_02_111_CHR39,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,OpCom,sell,0.0608
04_02_111_CHR39,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,EctoGrid,sell,0.062
04_02_111_CHR39,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0978
01_03_155_CHR97,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Pro,buy,0.242
01_03_155_CHR97,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,Electric Constant,buy,0.1661
01_03_155_CHR97,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,Eco Electric,buy,0.2307
01_03_155_CHR97,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,Business Electric,buy,0.1854
01_03_155_CHR97,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.2541
01_03_155_CHR97,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.0386
01_03_155_CHR97,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,SState,sell,0.086
01_03_155_CHR97,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.0989
01_03_155_CHR97,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,OpCom,sell,0.0565
01_03_155_CHR97,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,OpCom,sell,0.0798
01_03_155_CHR97,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0607
10_01_147_CHR30,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,Digital Electric,buy,0.2006
10_01_147_CHR30,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,Electric Pro,buy,0.3075
10_01_147_CHR30,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,Digital Electric,buy,0.18
10_01_147_CHR30,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,Electric Pro,buy,0.2811
10_01_147_CHR30,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,Digital Electric,buy,0.1634
10_01_147_CHR30,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,Electric Constant,buy,0.2062
10_01_147_CHR30,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,Digital Electric,buy,0.2169
10_01_147_CHR30,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Loyalty,buy,0.3899
10_01_147_CHR30,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,SState,sell,0.0925
10_01_147_CHR30,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0776
04_02_111_CHR47,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.2441
04_02_111_CHR47,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,OpCom,sell,0.0528
04_02_111_CHR47,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,EctoGrid,sell,0.0769
04_02_111_CHR47,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.062
04_02_111_CHR47,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,OpCom,sell,0.0628
04_02_111_CHR47,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.0799
04_02_111_CHR47,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0952
10_01_147_CHR09,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,Electric Pro,buy,0.2007
10_01_147_CHR09,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,Eco Electric,buy,0.124
10_01_147_CHR09,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,Eco Electric,buy,0.2251
10_01_147_CHR09,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.108
10_01_147_CHR09,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,EctoGrid,sell,0.0621
10_01_147_CHR09,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,SState,sell,0.0587
10_01_147_CHR09,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,EctoGrid,sell,0.0572
10_01_147_CHR09,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,EctoGrid,sell,0.1048
10_01_147_CHR09,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,OpCom,sell,0.1229
10_01_147_CHR09,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0571
10_01_147_CHR1,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Constant,buy,0.2385
10_01_147_CHR1,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Eco Electric,buy,0.1654
10_01_147_CHR1,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Electric Pro,buy,0.1291
10_01_147_CHR1,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Electric Loyalty,buy,0.3775
10_01_147_CHR1,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Eco Electric,buy,0.1984
10_01_147_CHR1,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.2527
10_01_147_CHR1,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,OpCom,sell,0.0608
10_01_147_CHR1,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0576
10_01_147_CHR21,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Business Electric,buy,0.1869
10_01_147_CHR21,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Electric Optim,buy,0.1384
10_01_147_CHR21,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Electric Optim,buy,0.1399
10_01_147_CHR21,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Eco Electric,buy,0.1536
10_01_147_CHR21,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Business Electric,buy,0.4209
10_01_147_CHR21,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Business Electric,buy,0.1586
10_01_147_CHR21,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.093
