contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
04_02_111_CHR24,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,Electric Optim,buy,0.1631
04_02_111_CHR24,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,Business Electric,buy,0.2241
04_02_111_CHR24,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1123
04_02_111_CHR24,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,OpCom,sell,0.0892
04_02_111_CHR24,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,EctoGrid,sell,0.0551
04_02_111_CHR24,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,EctoGrid,sell,0.0766
04_02_111_CHR24,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,EctoGrid,sell,0.0656
04_02_111_CHR24,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,OpCom,sell,0.09
04_02_111_CHR24,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,EctoGrid,sell,0.0453
04_02_111_CHR24,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0799
04_02_111_CHR59,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Digital Electric,buy,0.1483
04_02_111_CHR59,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1671
04_02_111_CHR59,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,EctoGrid,sell,0.0894
04_02_111_CHR59,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,OpCom,sell,0.0685
04_02_111_CHR59,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,OpCom,sell,0.03
04_02_111_CHR59,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.1063
04_02_111_CHR40,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Eco Electric,buy,0.1322
04_02_111_CHR40,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Business Electric,buy,0.3749
04_02_111_CHR40,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Digital Electric,buy,0.1248
04_02_111_CHR40,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Electric Constant,buy,0.3011
04_02_111_CHR40,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Electric Pro,buy,0.1725
04_02_111_CHR40,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1879
04_02_111_CHR40,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,SState,sell,0.0871
04_02_111_CHR40,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,SState,sell,0.0859
