contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
04_02_111_CHR28,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Pro,buy,0.302
04_02_111_CHR28,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,Electric Loyalty,buy,0.3938
04_02_111_CHR28,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,Eco Electric,buy,0.2095
04_02_111_CHR28,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,Electric Loyalty,buy,0.4047
04_02_111_CHR28,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,Business Electric,buy,0.1716
04_02_111_CHR28,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,Electric Pro,buy,0.2944
04_02_111_CHR28,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.1781
04_02_111_CHR28,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,SState,sell,0.0842
04_02_111_CHR28,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,EctoGrid,sell,0.069
04_02_111_CHR28,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.1182
04_02_111_CHR05,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,Electric Optim,buy,0.2277
04_02_111_CHR05,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,Electric Optim,buy,0.243
04_02_111_CHR05,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,Digital Electric,buy,0.2318
04_02_111_CHR05,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,Business Electric,buy,0.379
04_02_111_CHR05,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,Business Electric,buy,0.1613
04_02_111_CHR05,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,Electric Optim,buy,0.2669
04_02_111_CHR05,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,Business Electric,buy,0.2148
04_02_111_CHR05,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.2168
04_02_111_CHR05,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.082
04_02_111_CHR05,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,EctoGrid,sell,0.0993
04_02_111_CHR05,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,OpCom,sell,0.102
04_02_111_CHR05,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,SState,sell,0.0624
04_02_111_CHR05,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,OpCom,sell,0.0668
04_02_111_CHR05,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,EctoGrid,sell,0.0695
04_02_111_CHR05,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0915
04_02_111_CHR53,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Pro,buy,0.1988
04_02_111_CHR53,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Business Electric,buy,0.2408
04_02_111_CHR53,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Business Electric,buy,0.2361
04_02_111_CHR53,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Electric Pro,buy,0.2132
04_02_111_CHR53,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Business Electric,buy,0.3817
04_02_111_CHR53,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Loyalty,buy,0.4117
