contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
10_01_147_CHR04,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Constant,buy,0.2534
10_01_147_CHR04,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Business Electric,buy,0.3796
10_01_147_CHR04,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Business Electric,buy,0.2466
10_01_147_CHR04,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Business Electric,buy,0.2416
10_01_147_CHR04,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Eco Electric,buy,0.1919
10_01_147_CHR04,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.2864
10_01_147_CHR04,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,EctoGrid,sell,0.0717
10_01_147_CHR04,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,EctoGrid,sell,0.1017
10_01_147_CHR04,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,SState,sell,0.099
10_01_147_CHR04,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,EctoGrid,sell,0.097
10_01_147_CHR04,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0772
04_02_111_CHR57,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Business Electric,buy,0.2219
04_02_111_CHR57,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Electric Loyalty,buy,0.4282
04_02_111_CHR57,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Electric Optim,buy,0.1367
04_02_111_CHR57,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.1906
04_02_111_CHR57,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.0976
04_02_111_CHR57,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,SState,sell,0.0931
04_02_111_CHR57,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,EctoGrid,sell,0.0649
04_02_111_CHR57,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,EctoGrid,sell,0.1071
04_02_111_CHR57,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,OpCom,sell,0.0863
04_02_111_CHR57,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0871
04_02_111_CHR06,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Loyalty,buy,0.409
04_02_111_CHR06,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,OpCom,sell,0.0774
04_02_111_CHR06,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,SState,sell,0.0851
04_02_111_CHR06,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,EctoGrid,sell,0.1153
04_02_111_CHR06,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,EctoGrid,sell,0.073
04_02_111_CHR06,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.0669
04_02_111_CHR06,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0816
04_02_111_CHR31,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Eco Electric,buy,0.2418
04_02_111_CHR31,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,Electric Constant,buy,0.2763
04_02_111_CHR31,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,Digital Electric,buy,0.2008
04_02_111_CHR31,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,Digital Electric,buy,0.243
04_02_111_CHR31,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,Electric Pro,buy,0.2046
04_02_111_CHR31,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,Electric Loyalty,buy,0.412
04_02_111_CHR31,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.17
04_02_111_CHR31,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,OpCom,sell,0.0662
04_02_111_CHR31,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0619
10_01_147_CHR01,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Electric Pro,buy,0.2014
10_01_147_CHR01,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.2048
10_01_147_CHR01,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,OpCom,sell,0.0709
10_01_147_CHR01,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,EctoGrid,sell,0.0419
10_01_147_CHR01,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,OpCom,sell,0.0647
10_01_147_CHR01,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,EctoGrid,sell,0.0876
10_01_147_CHR01,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,SState,sell,0.0433
10_01_147_CHR01,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,SState,sell,0.0898
10_01_147_CHR01,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,SState,sell,0.1004
10_01_147_CHR01,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0748
10_01_147_CHR4,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.2048
10_01_147_CHR4,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,EctoGrid,sell,0.0766
10_01_147_CHR4,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,EctoGrid,sell,0.0689
10_01_147_CHR4,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,OpCom,sell,0.077
10_01_147_CHR4,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,OpCom,sell,0.0603
10_01_147_CHR4,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0682
04_02_111_CHR02,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,Electric Pro,buy,0.1904
04_02_111_CHR02,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,Electric Optim,buy,0.1712
04_02_111_CHR02,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,Business Electric,buy,0.1914
04_02_111_CHR02,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,EctoGrid,sell,0.097
04_02_111_CHR02,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,EctoGrid,sell,0.0764
04_02_111_CHR02,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,OpCom,sell,0.0701
04_02_111_CHR02,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0958
04_02_111_CHR27,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Digital Electric,buy,0.2655
04_02_111_CHR27,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Business Electric,buy,0.2647
04_02_111_CHR27,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Business Electric,buy,0.2319
04_02_111_CHR27,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.183
04_02_111_CHR27,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0478
10_01_147_CHR29,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,Eco Electric,buy,0.1799
10_01_147_CHR29,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,Electric Constant,buy,0.2277
10_01_147_CHR29,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.2092
10_01_147_CHR29,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,OpCom,sell,0.0639
10_01_147_CHR29,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,EctoGrid,sell,0.0936
10_01_147_CHR29,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0807
04_02_111_OR01,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Digital Electric,buy,0.12
04_02_111_OR01,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1391
04_02_111_OR01,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0987
10_01_147_CHR59,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Business Electric,buy,0.4071
10_01_147_CHR59,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.2309
10_01_147_CHR59,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,OpCom,sell,0.0846
10_01_147_CHR59,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,OpCom,sell,0.0795
10_01_147_CHR59,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.1057
10_01_147_CHR51,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Constant,buy,0.1639
10_01_147_CHR51,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,OpCom,sell,0.0733
10_01_147_CHR51,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,OpCom,sell,0.0679
10_01_147_CHR51,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,OpCom,sell,0.0478
10_01_147_CHR51,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,EctoGrid,sell,0.0826
10_01_147_CHR51,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0424
